_id	Month Year	Age	Sex	Homicide (Murder)	Other Homicide	Attempted Murder	Conspiracy to Murder	Manslaughter (excl. by driving)	Manslaughter Unlawful Striking Causing Death	Driving Causing Death	Assault	Grievous Assault	Serious Assault	Serious Assault (Other)	Common Assault'	Sexual Offences	Rape and Attempted Rape	Other Sexual Offences	Robbery	Armed Robbery	Unarmed Robbery	Other Offences Against the Person	Kidnapping & Abduction etc.	Extortion	Stalking	Life Endangering Acts	Offences Against the Person	Unlawful Entry	Unlawful Entry With Intent - Dwelling	Unlawful Entry Without Violence - Dwelling	Unlawful Entry With Violence - Dwelling	Unlawful Entry With Intent - Shop	Unlawful Entry With Intent - Other	Arson	Other Property Damage	Unlawful Use of Motor Vehicle	Other Theft (excl. Unlawful Entry)	Stealing from Dwellings	Shop Stealing	Vehicles (steal from/enter with intent)	Other Stealing	Fraud	Fraud by Computer	Fraud by Cheque	Fraud by Credit Card	Identity Fraud	Other Fraud	Handling Stolen Goods	Possess Property Suspected Stolen	Receiving Stolen Property	Possess etc. Tainted Property	Other Handling Stolen Goods	Offences Against Property	Drug Offences	Trafficking Drugs	Possess Drugs	Produce Drugs	Sell Supply Drugs	Other Drug Offences	Prostitution Offences	Found in Places Used for Purpose of Prostitution Offences	Have Interest in Premises Used for Prostitution Offences	Knowingly Participate in Provision Prostitution Offences	Public Soliciting	Procuring Prostitution	Permit Minor to be at a Place Used for Prostitution Offences	Advertising Prostitution	Other Prostitution Offences	Liquor (excl. Drunkenness)	Gaming Racing & Betting Offences	Breach Domestic Violence Protection Order	Trespassing and Vagrancy	Weapons Act Offences	Unlawful Possess Concealable Firearm	Unlawful Possess Firearm - Other	Bomb Possess and/or use of	Possess and/or use other weapons; restricted items	Weapons Act Offences - Other	Good Order Offences	Disobey Move-on Direction	Resist Incite Hinder Obstruct Police	Fare Evasion	Public Nuisance	Stock Related Offences	Traffic and Related Offences	Dangerous Operation of a Vehicle	Drink Driving	Disqualified Driving	Interfere with Mechanism of Motor Vehicle	Miscellaneous Offences	Other Offences
344	OCT05	Adult	Male	2	4	3	0	0	0	1	677	48	308	48	273	190	42	148	47	22	25	106	11	4	14	77	1026	732	496	463	33	88	148	15	697	267	1027	53	300	329	345	452	14	16	125	0	297	320	53	64	199	4	3510	2564	12	1200	109	73	1170	8	1	0	5	1	0	0	0	1	240	0	575	156	249	12	55	7	130	45	2127	60	882	41	1144	67	3090	102	2034	954	0	95	9171
345	OCT05	Adult	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
346	OCT05	Juvenile	Female	0	0	0	0	0	0	0	60	3	20	7	30	7	0	7	9	7	2	7	0	0	1	6	83	47	11	11	0	8	28	0	76	50	337	7	255	18	57	11	0	0	0	0	11	10	3	4	3	0	531	98	0	51	2	6	39	0	0	0	0	0	0	0	0	0	14	0	2	29	4	0	1	0	3	0	75	0	38	6	31	0	16	0	16	0	0	5	243
347	OCT05	Juvenile	Male	0	0	0	0	0	0	0	140	7	70	11	52	47	3	44	52	19	33	29	2	0	2	25	268	407	110	108	2	92	205	10	432	197	479	25	128	163	163	33	0	0	4	0	29	56	12	11	33	0	1614	304	0	163	8	3	130	0	0	0	0	0	0	0	0	0	56	0	10	151	59	0	4	9	36	10	279	3	113	26	137	0	96	21	58	17	0	22	977
348	OCT05	Juvenile	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1
349	NOV05	Adult	Female	1	1	1	0	0	0	0	213	11	68	24	110	5	0	5	20	14	6	52	3	0	4	45	292	113	75	69	6	16	22	2	86	30	412	21	269	27	95	209	0	11	50	0	148	66	17	13	35	1	918	734	3	314	21	14	382	16	0	1	12	2	1	0	0	0	51	0	69	39	31	1	10	1	15	4	408	3	181	4	220	10	600	7	441	152	0	17	1975
350	NOV05	Adult	Male	3	13	7	0	0	0	6	710	47	325	64	274	216	52	164	58	30	28	128	17	3	20	88	1128	566	271	239	32	69	226	15	718	219	888	56	318	249	265	446	7	38	69	0	332	286	53	41	182	10	3138	2547	10	1187	98	113	1139	52	1	4	9	33	4	0	1	0	226	15	608	150	272	20	64	4	136	48	2352	60	837	42	1413	38	2891	115	1831	945	0	99	9250
351	NOV05	Adult	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
352	NOV05	Juvenile	Female	0	0	0	0	0	0	0	71	3	32	6	30	2	0	2	11	5	6	7	1	0	1	5	91	68	22	21	1	11	35	2	82	43	320	15	246	17	42	98	0	0	83	0	15	24	6	12	6	0	637	71	0	31	0	3	37	0	0	0	0	0	0	0	0	0	22	0	1	26	6	0	0	0	6	0	75	1	28	1	45	0	15	2	12	1	0	4	220
353	NOV05	Juvenile	Male	0	0	0	0	0	0	0	183	12	96	14	61	47	8	39	42	23	19	33	4	0	0	29	305	496	168	164	4	90	238	24	575	175	522	26	173	146	177	19	0	0	1	0	18	64	12	21	30	1	1875	356	0	183	4	10	159	0	0	0	0	0	0	0	0	0	52	0	13	166	41	0	2	0	31	8	375	2	138	21	214	0	90	17	50	23	0	25	1118
354	NOV05	Juvenile	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
355	DEC05	Adult	Female	2	1	1	0	0	0	0	191	11	56	16	108	2	0	2	5	0	5	62	2	1	4	55	263	75	53	46	7	10	12	4	83	38	481	16	327	29	109	265	3	17	44	0	201	122	35	19	66	2	1068	659	3	268	24	39	325	9	0	1	5	3	0	0	0	0	67	0	92	28	31	2	6	0	20	3	495	15	216	8	256	10	683	5	527	151	0	11	2085
356	DEC05	Adult	Male	5	8	4	0	1	0	3	749	53	349	62	285	168	39	129	85	44	41	145	10	1	26	108	1160	674	346	314	32	133	195	19	722	237	971	42	371	224	334	457	10	36	108	0	303	249	41	52	152	4	3329	2517	23	1187	104	102	1101	86	0	0	0	86	0	0	0	0	320	1	697	190	224	13	35	4	111	61	2577	85	971	47	1474	39	3329	122	2234	972	1	78	10058
357	DEC05	Adult	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
358	DEC05	Juvenile	Female	0	0	0	0	0	0	0	59	0	19	8	32	5	0	5	7	0	7	4	1	0	0	3	75	67	37	36	1	1	29	1	80	32	356	8	294	15	39	32	3	0	8	0	21	26	7	6	13	0	594	66	0	33	0	2	31	0	0	0	0	0	0	0	0	0	16	0	1	19	3	0	0	0	2	1	118	2	41	9	66	1	20	3	13	4	0	1	245
359	DEC05	Juvenile	Male	0	0	0	0	0	0	0	178	14	82	16	66	46	11	35	33	12	21	23	3	0	5	15	280	396	126	121	5	71	199	12	399	132	453	22	203	111	117	18	0	1	6	0	11	56	15	18	23	0	1466	267	0	135	5	5	122	0	0	0	0	0	0	0	0	0	44	0	9	135	50	2	6	1	35	6	360	10	147	32	171	1	110	18	74	17	1	20	996
360	DEC05	Juvenile	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
361	JAN06	Adult	Female	0	2	1	0	0	0	1	213	10	67	19	117	11	1	10	5	1	4	51	0	0	1	50	282	44	28	23	5	9	7	0	100	24	454	20	276	38	120	273	24	11	52	0	186	115	33	17	64	1	1010	745	4	321	25	27	368	16	0	0	7	6	0	0	3	0	62	0	77	48	26	1	3	0	19	3	588	13	256	10	309	2	663	8	506	149	0	11	2238
362	JAN06	Adult	Male	8	9	4	0	1	0	4	830	42	365	97	326	251	53	198	59	33	26	119	12	1	22	84	1276	830	355	310	45	190	285	23	828	228	1049	66	309	310	364	464	5	87	23	0	349	299	72	50	176	1	3721	2563	16	1182	114	79	1172	17	2	0	8	5	0	0	2	0	266	0	712	225	266	11	46	6	151	52	2367	80	951	53	1283	30	2930	92	2002	834	2	96	9472
363	JAN06	Adult	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
364	JAN06	Juvenile	Female	0	0	0	0	0	0	0	70	1	29	7	33	12	1	11	5	2	3	5	1	0	1	3	92	107	37	37	0	12	58	0	59	21	267	14	212	14	27	40	0	0	25	0	15	29	2	14	13	0	523	79	0	42	1	1	35	1	0	0	0	1	0	0	0	0	32	0	0	34	8	0	0	0	8	0	99	1	51	3	44	0	19	0	17	2	0	4	276
365	JAN06	Juvenile	Male	0	0	0	0	0	0	0	165	29	57	17	62	67	17	50	29	23	6	27	0	0	2	25	288	599	178	170	8	144	277	4	559	155	593	27	202	213	151	37	3	0	12	0	22	68	15	25	27	1	2015	298	0	136	6	8	148	0	0	0	0	0	0	0	0	0	58	0	7	177	77	0	16	0	27	34	371	4	159	35	173	0	106	15	74	17	0	28	1122
366	JAN06	Juvenile	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
367	FEB06	Adult	Female	0	1	0	0	0	0	1	231	13	95	27	96	5	0	5	8	5	3	58	1	0	3	54	303	91	54	51	3	10	27	2	75	39	591	18	314	45	214	323	13	33	65	0	212	73	8	16	48	1	1194	792	6	327	31	27	401	17	0	0	8	8	0	0	1	0	62	0	77	25	40	1	7	0	21	11	440	8	187	13	232	11	597	7	449	141	0	17	2078
368	FEB06	Adult	Male	2	9	6	1	1	0	1	745	39	348	88	270	182	34	148	52	23	29	135	22	3	18	92	1125	737	319	285	34	163	255	21	627	230	944	49	318	268	309	509	8	53	106	0	342	273	49	47	175	2	3341	2655	20	1189	121	93	1232	7	0	0	3	3	1	0	0	0	228	0	632	157	265	13	56	5	130	61	2061	59	833	49	1120	78	2707	81	1864	762	0	72	8862
369	FEB06	Adult	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
370	FEB06	Juvenile	Female	0	2	1	1	0	0	0	63	4	31	5	23	19	0	19	8	5	3	8	0	0	0	8	100	89	37	33	4	11	41	0	66	33	270	7	209	19	35	21	1	0	4	0	16	20	5	7	8	0	499	69	2	27	2	4	34	0	0	0	0	0	0	0	0	0	33	0	3	26	7	0	0	0	7	0	71	0	24	5	42	0	12	1	8	3	0	7	228
371	FEB06	Juvenile	Male	0	0	0	0	0	0	0	154	4	75	26	49	78	17	61	29	19	10	30	0	0	2	28	291	712	216	211	5	120	376	9	453	189	528	43	190	161	134	35	0	1	7	0	27	53	11	15	27	0	1979	227	1	110	6	6	104	0	0	0	0	0	0	0	0	0	44	0	3	129	45	0	3	1	34	7	289	3	117	27	142	0	72	13	51	8	0	19	828
372	FEB06	Juvenile	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
373	MAR06	Adult	Female	0	2	1	0	1	0	0	214	12	73	27	102	21	1	20	12	9	3	76	3	2	3	68	325	66	44	33	11	11	11	10	83	39	441	12	317	34	78	289	1	15	71	0	202	82	21	20	41	0	1010	762	1	333	22	25	381	36	7	6	14	8	0	0	1	0	56	0	72	32	28	1	5	0	17	5	545	16	223	6	300	9	561	8	411	142	0	11	2112
374	MAR06	Adult	Male	5	6	3	0	0	0	3	778	43	365	88	282	166	46	120	84	58	26	136	13	8	21	94	1175	1102	624	567	57	164	314	17	664	250	1180	57	373	344	406	552	6	103	49	0	394	319	52	75	186	6	4084	2421	18	1077	93	89	1144	35	2	2	4	19	3	0	4	1	290	0	642	208	248	10	48	7	124	59	2237	60	896	38	1243	55	2810	102	1956	752	0	93	9039
375	MAR06	Adult	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2
376	MAR06	Juvenile	Female	0	0	0	0	0	0	0	81	0	43	11	27	6	1	5	12	1	11	12	0	0	7	5	111	149	84	80	4	16	49	0	75	23	314	11	237	30	36	24	0	0	6	0	18	15	2	9	4	0	600	93	0	44	0	2	47	0	0	0	0	0	0	0	0	0	20	0	3	32	7	0	0	0	6	1	88	0	41	4	43	0	16	2	12	2	0	12	271
377	MAR06	Juvenile	Male	1	1	1	0	0	0	0	190	7	91	15	77	35	6	29	41	28	13	26	1	0	5	20	294	584	225	213	12	97	262	8	459	185	534	20	194	160	160	24	0	0	3	0	21	60	15	25	20	0	1854	257	0	133	1	3	120	1	0	0	0	1	0	0	0	0	50	0	3	196	42	0	3	0	33	6	295	8	124	14	149	0	96	24	58	14	0	24	964
378	MAR06	Juvenile	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
379	APR06	Adult	Female	0	3	1	1	0	0	1	175	11	60	18	86	9	0	9	9	6	3	57	1	0	4	52	253	74	43	38	5	11	20	6	72	27	328	16	206	22	84	295	100	39	44	0	112	72	15	13	43	1	874	677	3	287	21	20	346	11	0	0	7	2	0	0	2	0	56	0	64	36	34	0	7	0	18	9	486	16	220	6	244	3	773	6	623	144	0	7	2147
380	APR06	Adult	Male	3	10	9	1	0	0	0	694	55	297	66	276	178	43	135	53	30	23	108	12	2	16	78	1046	890	589	538	51	103	198	14	563	192	803	48	259	205	291	421	5	32	74	0	310	250	56	48	142	4	3133	2288	22	1071	75	111	1009	12	0	0	8	1	2	0	1	0	271	0	513	145	191	4	38	5	106	38	2224	66	839	18	1301	58	3308	105	2325	877	1	97	9107
381	APR06	Adult	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
382	APR06	Juvenile	Female	0	0	0	0	0	0	0	60	1	28	4	27	3	0	3	10	3	7	4	1	0	0	3	77	103	45	41	4	12	46	0	62	27	303	11	220	34	38	22	0	2	0	0	20	33	2	27	4	0	550	75	0	34	2	7	32	0	0	0	0	0	0	0	0	0	16	0	1	15	6	0	0	0	5	1	81	4	41	3	33	0	12	1	9	2	0	4	210
383	APR06	Juvenile	Male	0	0	0	0	0	0	0	173	10	72	21	70	37	6	31	27	11	16	22	2	0	2	18	259	673	250	239	11	101	322	25	562	176	514	32	147	196	139	52	1	1	27	0	23	86	9	47	27	3	2088	250	0	126	5	9	110	0	0	0	0	0	0	0	0	0	73	0	3	123	33	0	1	1	27	4	263	5	113	16	129	0	95	13	63	17	2	24	864
384	APR06	Juvenile	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
385	MAY06	Adult	Female	0	3	3	0	0	0	0	199	10	67	18	104	47	0	47	3	1	2	71	3	0	3	65	323	105	82	76	6	4	19	1	64	45	495	22	323	47	103	256	2	16	56	0	182	76	10	20	45	1	1042	723	2	302	22	19	378	16	0	1	8	3	0	0	4	0	81	0	70	36	27	1	5	0	19	2	441	14	188	5	234	4	592	13	451	128	0	13	2003
386	MAY06	Adult	Male	9	10	6	0	0	0	4	721	44	338	53	286	217	40	177	81	47	34	136	20	1	22	93	1174	663	273	243	30	140	250	15	556	229	987	41	309	286	351	400	3	33	76	0	288	245	58	46	134	7	3095	2477	13	1150	112	104	1098	8	0	1	1	4	1	0	1	0	292	1	547	150	218	6	51	5	106	50	2177	66	853	32	1226	34	2659	101	1818	740	0	83	8646
387	MAY06	Adult	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
388	MAY06	Juvenile	Female	0	0	0	0	0	0	0	70	3	27	8	32	4	1	3	7	3	4	8	2	0	0	6	89	66	24	21	3	9	33	3	84	33	329	10	269	10	40	43	0	0	8	0	35	17	6	4	7	0	575	65	0	32	0	0	33	0	0	0	0	0	0	0	0	0	27	0	1	32	2	0	0	0	2	0	94	0	34	5	55	0	20	1	17	2	0	7	248
389	MAY06	Juvenile	Male	1	7	7	0	0	0	0	156	8	75	15	58	48	11	37	47	24	23	22	3	0	1	18	281	557	189	178	11	101	267	11	465	167	512	26	170	155	161	45	0	0	21	0	24	73	15	24	33	1	1830	296	0	140	4	6	146	0	0	0	0	0	0	0	0	0	53	0	4	145	65	4	4	6	42	9	242	2	89	16	135	0	83	17	55	11	0	28	916
390	MAY06	Juvenile	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
391	JUN06	Adult	Female	1	2	1	0	0	0	1	200	12	69	20	99	5	0	5	3	1	2	52	0	0	7	45	263	57	39	31	8	6	12	9	77	22	389	25	238	28	98	284	20	50	90	0	124	66	10	22	34	0	904	673	5	289	14	22	343	5	0	0	2	2	0	0	1	0	91	0	56	34	19	0	6	0	8	5	475	11	208	5	251	1	850	10	675	165	0	13	2217
392	JUN06	Adult	Male	6	12	6	0	1	0	5	638	29	322	62	225	274	71	203	54	41	13	117	7	5	18	87	1101	626	321	293	28	99	206	11	496	214	893	45	319	298	231	406	17	25	61	0	303	269	54	60	151	4	2915	2439	20	1143	83	82	1111	31	0	0	1	26	2	0	1	1	306	0	489	121	235	8	58	3	108	58	2107	75	805	23	1204	17	3362	93	2431	838	0	87	9194
393	JUN06	Adult	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
394	JUN06	Juvenile	Female	0	0	0	0	0	0	0	64	2	31	2	29	5	0	5	0	0	0	6	1	0	1	4	75	46	25	25	0	3	18	0	44	14	342	8	287	19	28	20	0	5	2	0	13	21	1	11	9	0	487	90	0	47	1	2	40	0	0	0	0	0	0	0	0	0	31	0	3	23	3	0	1	0	1	1	79	1	32	8	38	0	11	0	11	0	0	5	245
395	JUN06	Juvenile	Male	0	2	1	0	0	0	1	191	12	87	23	69	58	19	39	30	15	15	36	1	1	2	32	317	522	186	181	5	77	259	14	496	165	639	33	196	212	198	68	1	1	2	0	64	79	9	41	29	0	1983	240	1	117	2	16	104	0	0	0	0	0	0	0	0	0	70	1	6	120	46	0	4	0	33	9	248	4	119	1	124	0	98	21	65	12	0	28	857
396	JUN06	Juvenile	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
397	JUL06	Adult	Female	1	2	2	0	0	0	0	186	8	65	18	95	3	1	2	9	1	8	60	0	1	0	59	261	35	22	18	4	3	10	1	80	31	418	17	274	26	101	333	7	13	97	0	216	80	21	11	47	1	978	724	3	333	20	17	351	7	0	0	3	2	0	0	2	0	78	1	74	49	24	0	4	0	16	4	494	18	209	14	253	1	574	10	439	125	0	13	2039
398	JUL06	Adult	Male	6	4	0	0	1	0	3	651	40	284	50	277	203	55	148	55	26	29	136	15	4	19	98	1055	794	430	396	34	102	262	8	592	208	900	43	236	234	387	443	8	32	111	0	292	281	53	65	158	5	3226	2553	10	1220	94	91	1138	52	0	0	4	41	4	0	1	2	331	1	527	178	246	5	48	6	136	51	2380	90	931	17	1342	16	2753	89	1868	795	1	91	9128
399	JUL06	Adult	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	1	0	0	1	0	0	3
400	JUL06	Juvenile	Female	0	0	0	0	0	0	0	82	0	40	7	35	11	0	11	16	6	10	12	0	0	2	10	121	40	16	16	0	8	16	1	65	30	376	9	299	20	48	25	0	0	2	0	23	24	1	12	11	0	561	83	0	43	1	0	39	0	0	0	0	0	0	0	0	0	27	0	2	26	4	1	0	0	3	0	99	1	42	1	55	0	22	0	19	3	0	4	267
401	JUL06	Juvenile	Male	1	0	0	0	0	0	0	160	4	73	14	69	46	4	42	50	19	31	25	1	0	1	23	282	447	160	159	1	58	229	10	452	159	534	43	177	148	166	38	0	0	20	0	18	64	15	25	24	0	1704	296	0	142	7	3	144	0	0	0	0	0	0	0	0	0	76	0	4	167	56	0	3	3	43	7	279	7	146	9	117	0	87	15	60	12	0	25	990
402	JUL06	Juvenile	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
403	AUG06	Adult	Female	1	1	0	0	1	0	0	214	11	80	18	105	5	0	5	10	4	6	62	1	0	3	58	293	63	45	36	9	3	15	2	68	23	481	19	293	20	149	456	134	22	167	0	133	82	19	16	47	0	1175	881	2	400	22	21	436	18	4	1	11	1	0	0	1	0	86	1	80	31	22	1	4	0	13	4	495	11	218	15	251	6	604	9	453	142	0	14	2238
404	AUG06	Adult	Male	6	8	6	0	0	0	2	678	38	322	71	247	224	58	166	49	28	21	116	13	2	20	81	1081	703	349	322	27	112	242	7	529	218	841	37	252	200	352	469	13	28	109	0	319	242	47	56	131	8	3009	2802	11	1348	109	102	1232	6	1	0	4	1	0	0	0	0	339	0	569	116	217	8	43	4	110	52	2370	85	927	21	1337	52	2713	120	1829	763	1	91	9275
405	AUG06	Adult	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2
406	AUG06	Juvenile	Female	0	0	0	0	0	0	0	72	2	39	4	27	6	0	6	6	0	6	13	0	0	2	11	97	63	20	19	1	3	40	3	84	25	310	14	232	25	39	41	1	10	3	0	27	21	5	5	10	1	547	98	1	49	3	6	39	0	0	0	0	0	0	0	0	0	44	0	3	12	4	0	0	0	3	1	83	3	30	2	48	0	11	2	8	1	0	1	256
407	AUG06	Juvenile	Male	0	2	0	0	0	0	2	139	13	54	16	56	57	8	49	38	20	18	30	0	0	0	30	266	410	144	142	2	49	217	10	491	131	578	31	183	199	165	47	2	1	7	0	37	73	14	24	35	0	1740	304	0	147	5	10	142	0	0	0	0	0	0	0	0	0	73	0	5	104	69	0	1	9	40	19	252	10	106	13	123	2	81	16	54	11	0	25	915
408	AUG06	Juvenile	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
409	SEP06	Adult	Female	1	1	0	0	1	0	0	176	5	57	16	98	6	2	4	2	1	1	47	0	1	3	43	233	49	37	34	3	6	6	1	66	29	361	19	237	27	78	211	1	27	75	0	108	74	16	15	43	0	791	750	7	324	27	34	358	15	0	0	9	5	0	0	1	0	74	0	67	67	26	1	3	0	20	2	429	9	184	10	226	9	623	10	461	152	0	12	2072
